"ORDEN","P2_C","P3_C","P4_C","P5_C","P6_C","P7_C","P8_C","P9_C","P10_C","F_EXP"
"09058","01","01","01","11001","02","3",NA,"1",0,37.5
"09062","01","01","01","11001","01","3",NA,"2",24000,66
"09071","01","04","01","11001","01","2",NA,"1",0,459.842724078405
"09074","01","04","01","11001","01","2",NA,"1",0,338.666666666667
"09077","01","04","01","11001","01","2",NA,"1",0,451.555555555556
"09079","01","01","01","11001","01","3",NA,"1",0,158.940272369328
"09079","02","01","01","11001","50","3",NA,"2",50000,158.940272369328
"09079","03","02","01","11001","01","3",NA,"1",0,158.940272369328
"09080","01","01","01","11001","01","3",NA,"1",0,158.971545696143
"09081","01","01","01","25175","01","3",NA,"1",0,114
"09081","02","01","01","25377","02","3",NA,"1",0,114
"09082","01","06","02","25899","01","1","10","3",150000,415.210526315789
"09082","02","01","01","11001","01","3",NA,"1",0,415.210526315789
"09085","01","01","01","11001","01","3",NA,"2",50000,301.117021276596
"09086","01","04","01","11001","01","2",NA,"1",0,74.9446808510638
"09088","01","01","01","25473","01","3",NA,"1",0,74.9446808510638
"09090","01","01","01","25175","02","3",NA,"2",0,29.4545454545455
"09090","02","04","01","11001","01","2",NA,"2",0,29.4545454545455
"09104","01","01","01","11001","02","3",NA,"3",50000,153.754887123563
"09105","01","04","01","11001","03","2",NA,"1",0,56.5714285714286
"09110","01","01","01","25175","01","3",NA,"1",0,49.6084579789957
"09130","01","04","01","11001","01","2",NA,"1",0,151.898771130384
"09136","01","01","01","76113","01","3",NA,"1",0,91.7647058823529
"09136","02","04","01","11001","01","2",NA,"1",0,91.7647058823529
"09141","01","04","01","11001","01","2",NA,"1",0,111.035294117647
"09151","01","02","03","41001","50","3",NA,"2",0,40.9411764705882
"09152","01","05","01","11001","50","3",NA,"2",10000,711.176470588235
"09158","01","01","01","11001","03","3",NA,"3",19000,110.117647058824
"09162","01","04","01","11001","01","2",NA,"2",35000,93.9970570477562
"09167","01","04","01","76001","01","2",NA,"1",0,94.1542246694166
"09173","01","01","01","11001","01","3",NA,"2",10000,142.235294117647
"09177","01","04","01","11001","01","2",NA,"2",0,91.7647058823529
"09178","01","04","01","25875","77","2",NA,"1",0,224.279921563791
"09184","01","01","01","11001","01","3",NA,"3",10000,78.332296317759
"09186","01","04","01","11001","01","2",NA,"1",0,81.25
"09189","01","04","01","11001","03","2",NA,"1",0,49.362664049034
"09190","01","01","01","11001","02","3",NA,"2",30000,33.1578947368421
"09195","01","01","01","11001","01","3",NA,"3",30000,33.1578947368421
"09210","01","01","01","11001","02","3",NA,"2",30000,67.7894736842105
"09211","01","01","01","11001","01","3",NA,"2",60000,256.018123906822
"09213","01","04","01","25473","01","2",NA,"1",0,13.9868050305547
"09220","01","04","01","11001","01","2",NA,"1",0,16.1481481481481
"09223","01","04","01","11001","01","2",NA,"1",0,136.25
"09230","01","01","01","11001","01","3",NA,"3",15000,10
"09238","01","01","01","11001","01","3",NA,"2",35000,137.930179753378
"09238","02","01","01","25377","01","3",NA,"2",35000,137.930179753378
"09238","03","01","01","25473","01","3",NA,"2",40000,137.930179753378
"09248","01","01","01","25286","01","3",NA,"2",70000,670.833333333333
"09248","02","01","01","11001","02","3",NA,"2",70000,670.833333333333
"09248","03","04","01","11001","04","2",NA,"1",0,670.833333333333
"09248","04","04","01","76001","03","2",NA,"1",0,670.833333333333
"09255","01","01","01","11001","02","3",NA,"1",0,43.56
"09277","01","04","01","25286","01","2",NA,"2",5000,161.831102217672
"09281","01","01","01","11001","02","3",NA,"1",0,20
"09290","01","05","03","11001","50","3",NA,"2",15000,88.7058823529412
"09291","01","01","01","25899","01","3",NA,"2",23000,33.8947368421053
"09310","01","01","01","11001","01","3",NA,"1",0,316.21172394818
"09310","02","01","01","25175","01","3",NA,"1",0,316.21172394818
"09325","01","04","01","11001","04","2",NA,"1",0,209.898648648649
"09326","01","01","01","11001","01","3",NA,"1",0,67.0824101268574
"09326","02","02","01","73001","01","3",NA,"2",65000,67.0824101268574
"09327","01","01","01","11001","01","3",NA,"1",0,191.486486486486
"09337","01","01","01","25377","01","3",NA,"1",0,171.272727272727
"09338","01","01","01","11001","01","3",NA,"3",70000,92
"09341","01","01","01","25269","01","3",NA,"2",80000,105.199069939641
"09349","01","04","01","11001","50","2",NA,"4",0,493.75
"09356","01","04","01","11001","04","2",NA,"1",0,301.959459459459
"09358","01","02","01","76520","01","3",NA,"2",60000,301.959459459459
"09359","01","02","01","25377","01","3",NA,"1",0,40
"09363","01","04","01","11001","02","2",NA,"2",9000,55.0474648644742
"09364","01","01","01","25269","01","3",NA,"2",40000,31.5783268403416
"09364","02","04","01","11001","01","2",NA,"1",0,31.5783268403416
"09366","01","04","01","11001","05","2",NA,"2",0,17.4545454545455
"09367","01","02","01","11001","01","1","04","2",93000,84.0531107224126
"09368","01","01","01","11001","01","3",NA,"2",0,86.773962950018
"09370","01","05","03","11001","01","3",NA,"3",70000,8.72727272727273
"09371","01","04","01","11001","01","2",NA,"2",10000,28.952380952381
"09372","01","01","01","11001","01","3",NA,"1",0,149.982608695652
"09373","01","01","01","11001","01","3",NA,"1",0,149.982608695652
"09374","01","04","01","11001","01","2",NA,"1",0,80
"09374","02","04","01","11001","04","2",NA,"1",0,80
"09376","01","01","01","11001","02","3",NA,"2",60000,333.873873873874
"09376","02","01","01","11001","03","3",NA,"2",60000,333.873873873874
"09378","01","01","01","50001","02","3",NA,"1",0,272.5
"09380","01","01","01","11001","03","3",NA,"1",0,11.9949905508216
"09380","02","02","01","11001","03","1","04","2",40000,11.9949905508216
"09381","01","04","01","11001","01","2",NA,"2",10000,32.8469542744635
"09383","01","01","01","11001","02","3",NA,"2",15000,242.164417427223
"09383","02","01","01","25175","01","3",NA,"2",50000,242.164417427223
"09384","01","01","01","11001","01","3",NA,"2",15000,196.415254237288
"09393","01","01","01","11001","01","3",NA,"3",0,272.5
"09403","01","01","01","11001","03","3",NA,"1",0,104
"09403","02","01","01","25843","04","1","04","2",40000,104
"09404","01","01","01","11001","01","3",NA,"2",23500,169.527726093823
"09407","01","04","01","11001","01","2",NA,"1",0,144
"09410","01","01","01","25899","01","3",NA,"1",0,56.8436685541069
"09411","01","01","01","11001","04","3",NA,"1",0,54
"09411","02","01","01","11001","05","3",NA,"1",0,54
"09411","03","01","01","11001","07","3",NA,"1",0,54
"09411","04","02","01","11001","02","3",NA,"1",0,54
"09411","05","04","01","11001","03","2",NA,"1",0,54
"09423","01","01","01","11001","01","3",NA,"1",0,32.2121196700084
"09423","02","01","01","11001","02","3",NA,"3",70000,32.2121196700084
"09424","01","01","01","25899","02","3",NA,"1",0,288
"09424","02","02","01","11001","03","3",NA,"2",0,288
"09430","01","03","01","11001","01","1","10","4",0,73.6063829787234
"09435","01","01","01","11001","01","3",NA,"1",0,73.6063829787234
"09439","01","04","01","11001","04","2",NA,"1",0,129.988571428571
"09439","02","05","01","11001","01","3",NA,"2",0,129.988571428571
"09442","01","01","01","11001","03","3",NA,"1",0,96.46875
"09447","01","01","01","11001","01","3",NA,"1",0,325.20194573859
"09447","02","01","01","11001","01","3",NA,"1",0,325.20194573859
"09448","01","01","01","11001","03","1","03","1",0,537.074760085851
"09451","01","01","01","11001","01","3",NA,"1",0,155.893287547817
"09451","02","01","01","11001","01","3",NA,"1",0,155.893287547817
"09451","03","01","01","11001","01","3",NA,"1",0,155.893287547817
"09455","01","01","01","25269","01","3",NA,"2",60000,428.255319148936
"09458","01","01","01","11001","01","3",NA,"2",0,139.06302322848
"09471","01","01","01","11001","01","3",NA,"1",0,330.356449401906
"09471","02","01","01","11001","01","3",NA,"2",70000,330.356449401906
"09474","01","01","01","11001","01","3",NA,"1",0,61.3333333333333
"09478","01","01","01","11001","03","1","03","2",0,35.6595070390199
"09478","02","01","01","11001","02","3",NA,"2",0,35.6595070390199
"09480","01","01","01","11001","01","3",NA,"1",0,431.56428445512
"09481","01","01","01","11001","01","3",NA,"1",0,441.6
"09483","01","02","01","11001","01","3",NA,"1",0,502.794623225599
"09483","02","03","01","11001","02","3",NA,"1",0,502.794623225599
"09484","01","01","01","11001","02","3",NA,"1",0,134.8046875
"09484","02","01","01","11001","02","3",NA,"1",0,134.8046875
"09485","01","01","01","25175","01","3",NA,"2",0,579.531150294404
"09490","01","04","01","11001","01","2",NA,"1",0,278.784
"09492","01","01","01","11001","01","3",NA,"1",0,213.714285714286
"09493","01","01","01","11001","02","3",NA,"1",0,303.996439389417
"09494","01","01","01","11001","01","3",NA,"1",0,392.802468022419
"09495","01","01","01","11001","01","3",NA,"1",0,288.642213508495
"09496","01","01","01","11001","01","3",NA,"1",0,391.805647905486
"09497","01","01","01","11001","02","3",NA,"1",0,168
"09500","01","01","01","11001","01","3",NA,"1",0,45.3333333333333
"09501","01","05","03","11001","01","3",NA,"1",0,336
"09503","01","01","01","25754","50","3",NA,"1",0,45.7064105072905
"09503","02","01","01","11001","01","3",NA,"1",0,45.7064105072905
"09504","01","01","01","11001","01","3",NA,"1",0,33.5471297647283
"09505","01","01","01","11001","01","3",NA,"1",0,45.3333333333333
"09505","02","01","01","11001","03","3",NA,"1",0,45.3333333333333
"09505","03","02","01","11001","04","3",NA,"1",0,45.3333333333333
"09507","01","01","01","11001","03","3",NA,"1",0,726.820686583299
"09508","01","04","01","25754","02","2",NA,"1",0,58.8851063829787
"09514","01","01","01","11001","01","3",NA,"2",70000,330.958333333333
"09516","01","02","01","11001","53","3",NA,"1",0,81.25
"09520","01","02","01","25175","01","1","77","2",70000,42.1875
"09522","01","04","01","11001","01","2",NA,"3",20000,39.1998542690743
"09526","01","01","01","11001","02","3",NA,"2",60000,8.90131592559614
"09528","01","01","01","11001","01","3",NA,"1",0,3.82312338468501
"09530","01","04","01","25899","01","2",NA,"1",0,10.9772360478823
"09532","01","01","01","11001","03","3",NA,"2",50000,114.715660191086
"09532","02","04","01","11001","04","2",NA,"1",0,114.715660191086
"09538","01","02","01","11001","53","3",NA,"1",0,82.9685374137802
"09539","01","01","01","11001","01","3",NA,"3",75000,61.7002962791536
"09542","01","02","01","11001","01","1","10","2",40000,146.631596018963
"09542","02","06","02","25754","01","1","10","2",60000,146.631596018963
"09547","01","01","01","11001","03","3",NA,"2",45000,39.8424242424242
"09548","01","01","01","11001","03","3",NA,"2",45000,39.8424242424242
"09558","01","04","01","11001","01","2",NA,"2",8000,575.468085106383
"09560","01","02","03","11001","01","1","10","3",150000,104.470189402213
"09563","01","01","01","11001","03","3",NA,"1",0,84.9357142857143
"09563","02","01","01","11001","01","3",NA,"1",0,84.9357142857143
"09563","03","04","01","11001","02","2",NA,"1",0,84.9357142857143
"09565","01","01","01","11001","02","3",NA,"1",0,58.4375
"09566","01","01","01","11001","01","3",NA,"1",0,82.1058814393547
"09566","02","01","01","11001","02","3",NA,"1",0,82.1058814393547
"09566","03","01","01","11001","02","3",NA,"1",0,82.1058814393547
"09567","01","01","01","11001","01","3",NA,"1",0,132.942857142857
"09569","01","01","01","25473","02","3",NA,"1",0,222.011901125397
"09574","01","01","01","11001","05","3",NA,"1",0,247.421428571429
"09576","01","01","01","11001","01","3",NA,"1",0,84.9357142857143
"09579","01","01","03","11001","01","3",NA,"1",0,202.285714285714
"09585","01","01","01","11001","01","3",NA,"1",0,56
"09587","01","01","01","11001","03","3",NA,"1",0,399.177142857143
"09587","02","06","02","11001","04","3",NA,"2",180000,399.177142857143
"09587","03","02","01","11001","01","3",NA,"1",0,399.177142857143
"09588","01","01","01","25843","01","3",NA,"2",35000,200.359183673469
"09591","01","02","01","25377","02","1","10","2",60000,87.6571428571429
"09593","01","01","01","11001","01","3",NA,"1",0,486.993844267843
"09599","01","04","01","11001","01","2",NA,"1",0,101.142857142857
"09600","01","05","01","11001","01","3",NA,"1",0,101.142857142857
"09602","01","03","01","11001","01","3",NA,"1",0,30.6666666666667
"09603","01","01","01","11001","01","3",NA,"2",60000,110
"09606","01","01","01","11001","01","3",NA,"1",0,35.2
"09617","01","01","01","11001","02","3",NA,"1",0,244.5
"09618","01","05","03","11001","01","3",NA,"1",0,592.727272727273
"09619","01","04","01","11001","03","2",NA,"1",0,592.727272727273
"09619","02","04","01","11001","03","2",NA,"1",0,592.727272727273
"09621","01","01","01","11001","01","3",NA,"2",50000,489
"09622","01","01","01","11001","02","3",NA,"3",60000,214.863636363636
"09631","01","01","01","11001","01","3",NA,"2",90000,622.363636363636
"09632","01","01","01","11001","01","3",NA,"2",120000,108.353903438119
"09642","01","01","01","11001","01","3",NA,"1",0,42.1666666666667
"09642","02","01","01","11001","06","3",NA,"1",0,42.1666666666667
"09642","03","04","01","11001","04","2",NA,"1",0,42.1666666666667
"09645","01","01","01","11001","02","3",NA,"2",0,83.9744830622873
"09646","01","01","01","68276","01","3",NA,"1",0,56
"09646","02","01","01","11001","03","3",NA,"2",80000,56
"09646","03","01","01","11001","04","3",NA,"2",50000,56
"09647","01","04","01","11001","01","2",NA,"1",0,94.6153846153846
"09658","01","01","01","11001","01","3",NA,"1",0,113.1
"09659","01","05","01","11001","53","3",NA,"3",90000,190.306451612903
"09660","01","04","01","11001","01","2",NA,"2",10000,128.795779997417
"09663","01","01","01","11001","03","3",NA,"2",50000,111.257142857143
"09667","01","01","01","11001","01","3",NA,"2",30000,84.2857142857143
"09677","01","01","01","11001","01","3",NA,"1",0,64.7314285714286
"09679","01","05","01","11001","02","3",NA,"2",60000,197.790476190476
"09679","02","04","01","11001","03","2",NA,"1",0,197.790476190476
"09680","01","04","01","11001","01","2",NA,"1",0,80.9142857142857
"09684","01","01","01","11001","01","3",NA,"1",0,36.4166666666667
"09687","01","02","01","25377","02","1","04","1",0,92.1328851304253
"09688","01","01","01","11001","01","3",NA,"1",0,43
"09688","02","01","01","11001","01","3",NA,"1",0,43
"09689","01","01","01","11001","01","3",NA,"1",0,43
"09692","01","01","01","11001","01","3",NA,"1",0,256.016129032258
"09693","01","01","01","11001","50","3",NA,"1",0,121.443548387097
"09693","02","04","01","11001","50","2",NA,"1",0,121.443548387097
"09697","01","01","01","11001","02","3",NA,"1",0,31.0555555555556
"09697","02","01","01","11001","03","3",NA,"1",0,31.0555555555556
"09705","01","01","01","11001","01","3",NA,"1",0,185.138888888889
"09705","02","01","01","11001","02","3",NA,"1",0,185.138888888889
"09706","01","01","01","11001","01","3",NA,"1",0,250.833333333333
"09708","01","01","01","11001","01","3",NA,"1",0,57.4466684888121
"09708","02","01","01","11001","02","3",NA,"1",0,57.4466684888121
"09713","01","01","01","11001","01","3",NA,"2",50000,31.0555555555556
"09713","02","04","01","11001","02","2",NA,"1",0,31.0555555555556
"09714","01","01","01","11001","02","3",NA,"1",0,250.833333333333
"09716","01","01","01","11001","01","3",NA,"1",0,31.0555555555556
"09717","01","01","01","11001","01","3",NA,"1",0,250.833333333333
"09718","01","01","01","11001","01","3",NA,"1",0,458.666666666667
"09723","01","01","01","11001","01","3",NA,"1",0,142.975555985589
"09724","01","01","01","11001","01","3",NA,"1",0,63.7857142857143
"09726","01","01","01","11001","01","3",NA,"1",0,107.174899361952
"09727","01","01","01","11001","01","1","10","1",0,340.208826646808
"09728","01","01","01","05631","01","3",NA,"1",0,94.3626622778963
"09728","02","04","01","11001","02","2",NA,"1",0,94.3626622778963
"09730","01","01","01","11001","01","3",NA,"1",0,178.425784029246
"09730","02","01","01","11001","02","3",NA,"1",0,178.425784029246
"09730","03","01","01","11001","03","3",NA,"1",0,178.425784029246
"09730","04","04","01","11001","03","2",NA,"1",0,178.425784029246
"09731","01","01","01","11001","01","3",NA,"1",0,33.4444444444444
"09733","01","01","01","11001","01","3",NA,"1",0,314.407193682162
"09733","02","01","01","11001","02","3",NA,"2",60000,314.407193682162
"09734","01","01","01","11001","01","3",NA,"1",0,35.8333333333333
"09735","01","01","01","11001","01","3",NA,"1",0,33.4444444444444
"09736","01","01","01","25754","01","3",NA,"1",0,66.8888888888889
"09738","01","01","01","11001","01","3",NA,"1",0,35.8333333333333
"09740","01","01","02","11001","01","3",NA,"1",0,671.236911264711
"09742","01","01","01","11001","01","3",NA,"1",0,147.212765957447
"09743","01","04","01","11001","02","2",NA,"1",0,46.6018404231911
"09746","01","05","01","11001","01","3",NA,"1",0,35.8333333333333
"09747","01","01","01","11001","01","3",NA,"1",0,19
"09748","01","01","01","11001","03","3",NA,"1",0,2560.78102504953
"09750","01","01","01","11001","01","3",NA,"2",0,178.37037037037
"09756","01","01","01","11001","01","3",NA,"1",0,32.1410003114304
"09756","02","01","01","11001","01","3",NA,"2",50000,32.1410003114304
"09757","01","01","01","11001","01","3",NA,"2",60000,147.212765957447
"09760","01","01","01","11001","01","3",NA,"1",0,178.37037037037
"09761","01","01","01","11001","01","3",NA,"1",0,107.997061641012
"09762","01","01","01","11001","01","3",NA,"1",0,108.432843210147
"09762","02","01","01","11001","01","3",NA,"1",0,108.432843210147
"09765","01","01","01","11001","01","3",NA,"1",0,729.681476289642
"09765","02","01","01","11001","01","3",NA,"2",50000,729.681476289642
"09765","03","04","01","11001","01","2",NA,"1",0,729.681476289642
"09766","01","01","01","11001","03","3",NA,"2",0,458.993097187649
"09768","01","01","01","68001","01","3",NA,"1",0,191.7
"09779","01","02","01","11001","03","3",NA,"3",180000,176.32
"09784","01","01","01","05001","01","3",NA,"1",0,332.550447495466
"09785","01","05","01","11001","50","3",NA,"4",0,724.2
"09786","01","04","01","11001","02","2",NA,"4",0,575.1
"09787","01","01","01","11001","01","3",NA,"2",0,199.087190968211
"09787","02","04","01","11001","02","2",NA,"1",0,199.087190968211
"09791","01","01","01","11001","01","3",NA,"1",0,1473.96
"09793","01","05","01","25473","52","3",NA,"3",50000,482.8
"09794","01","01","01","11001","51","1","02","1",0,49.3430217165089
"09801","01","01","01","11001","01","3",NA,"1",0,127.952306954044
"09809","01","01","01","11001","01","3",NA,"1",0,40.8333333333333
"09809","02","01","01","11001","01","3",NA,"1",0,40.8333333333333
"09811","01","01","01","05001","01","3",NA,"1",0,105.178571428571
"09812","01","01","01","11001","01","3",NA,"2",0,41.5122955802018
"09816","01","01","03","11001","01","1","10","2",80000,58.2666666666667
"09817","01","01","01","25175","01","3",NA,"1",0,66.3771428571429
"09820","01","01","01","11001","02","3",NA,"1",0,31.3333333333333
"09820","02","01","01","11001","02","3",NA,"1",0,31.3333333333333
"09829","01","02","01","11001","03","3",NA,"1",0,232.049893886649
"09830","01","01","01","11001","01","3",NA,"1",0,104.266666666667
"09830","02","05","01","11001","01","3",NA,"3",80000,104.266666666667
"09834","01","01","01","11001","02","3",NA,"2",0,431.543057619041
"09836","01","01","01","11001","02","3",NA,"2",190000,40.6199044376523
"09837","01","01","01","11001","01","3",NA,"1",0,185.138888888889
"09839","01","01","01","11001","02","3",NA,"1",0,19
"09840","01","01","01","25377","01","3",NA,"1",0,1473.96
"09841","01","01","01","11001","01","3",NA,"1",0,2645.14281688672
"09842","01","02","02","25175","01","1","10","3",150000,356.879432624113
"09843","01","01","01","11001","01","3",NA,"1",0,105.178571428571
"09844","01","01","01","11001","01","3",NA,"1",0,48.8421052631579
"09845","01","01","01","11001","01","3",NA,"1",0,84.1428571428572
"09845","02","01","01","11001","01","3",NA,"2",56000,84.1428571428572
"09846","01","01","01","11001","01","3",NA,"1",0,142.228350745799
"09850","01","01","01","25473","01","3",NA,"1",0,143.022621241846
"09850","02","01","01","50001","03","3",NA,"2",70000,143.022621241846
"09857","01","01","02","11001","01","3",NA,"1",0,107.707401827798
"09858","01","01","01","11001","01","3",NA,"1",0,107.149873776297
"09859","01","01","01","11001","01","3",NA,"1",0,105.178571428571
"09859","02","01","01","25175","02","3",NA,"1",0,105.178571428571
"09859","03","01","01","25899","03","3",NA,"2",56000,105.178571428571
"09862","01","01","01","11001","01","3",NA,"1",0,2651.6996773868
"09864","01","01","01","25175","01","3",NA,"1",0,24.9791666666667
"09877","01","01","01","11001","01","1","03","1",0,131.25
"09882","01","05","01","11001","02","3",NA,"2",70000,122.625
"09891","01","01","01","11001","01","3",NA,"3",60000,74.4833333333333
"09911","01","04","01","11001","01","2",NA,"3",18000,452.9399253079
"09912","01","04","01","05001","01","2",NA,"3",18000,390.338983050847
"09913","01","04","01","25377","01","2",NA,"1",0,26.8333333333333
"09914","01","01","03","11001","01","3",NA,"2",70000,130.333333333333
"09920","01","04","01","11001","53","2",NA,"1",0,27.25
"09923","01","01","01","11001","02","3",NA,"1",0,19.5169491525424
"09925","01","04","01","11001","03","2",NA,"1",0,30.4519774011299
"09926","01","04","01","11001","01","2",NA,"1",0,99.9166666666667
"09931","01","04","01","11001","01","2",NA,"1",0,17.0254237288136
"09938","01","01","01","76001","01","3",NA,"1",0,321.691410809091
"09942","01","01","01","11001","03","3",NA,"1",0,226.2
"09942","02","04","01","11001","02","2",NA,"1",0,226.2
"09947","01","01","01","25377","01","3",NA,"1",0,99.9166666666667
"09962","01","05","01","11001","50","3",NA,"1",0,19.9322033898305
"09966","01","04","01","11001","01","2",NA,"1",0,17.4406779661017
"09967","01","02","03","25269","01","1","10","3",90000,16.5722071729341
"09984","01","01","03","11001","01","3",NA,"3",40000,284.121212121212
"09984","02","02","03","11001","03","3",NA,"3",40000,284.121212121212
"09985","01","02","01","11001","02","1","10","2",15000,97.84577444924
"09986","01","01","01","25473","01","1","03","2",15000,103.863886985359
"09992","01","01","01","11001","01","3",NA,"2",15000,39.1650162248345
"10005","01","01","01","11001","01","3",NA,"1",0,147.021978021978
"10006","01","01","01","11001","01","3",NA,"3",12000,45.3333333333333
"10009","01","04","01","25214","01","2",NA,"3",20000,129
"10014","01","04","01","01001","02","2",NA,"1",0,18.2276098612977
"10015","01","01","01","76113","03","3",NA,"1",0,8.72033898305085
"10016","01","01","01","11001","01","3",NA,"2",1e+05,18.2276098612977
"10024","01","01","01","11001","01","3",NA,"2",15000,12.3703703703704
"10029","01","01","01","11001","01","3",NA,"3",28000,50.4952236750974
"10031","01","01","01","11001","02","3",NA,"3",25000,36
"10036","01","01","01","11001","01","3",NA,"2",90000,113.462254763801
"10045","01","01","01","66001","02","3",NA,"1",0,92.8
"10066","01","01","03","11001","02","3",NA,"1",0,57.75
"10071","01","01","01","11001","02","3",NA,"2",120000,637.793103448276
"10078","01","01","01","11001","01","3",NA,"2",80000,221.571428571429
"10079","01","01","01","11001","01","3",NA,"1",0,302
"10090","01","02","03","11001","01","3",NA,"2",80000,49.2380952380952
"10098","01","01","01","11001","03","3",NA,"1",0,124.08
"10099","01","02","03","11001","01","3",NA,"1",0,121.864285714286
"10100","01","01","01","11001","01","3",NA,"3",45000,36
"10101","01","01","01","11001","01","3",NA,"1",0,472.685714285714
"10102","01","04","01","11001","02","2",NA,"1",0,295.428571428571
"10104","01","01","01","25175","01","3",NA,"1",0,221.571428571429
"10105","01","05","01","11001","77","3",NA,"2",45000,147.714285714286
"10114","01","04","01","11001","01","2",NA,"1",0,472.685714285714
"10122","01","01","01","11001","02","3",NA,"2",0,623.593974589164
"10131","01","01","01","11001","01","3",NA,"1",0,316.625
"10134","01","02","01","05266","03","3",NA,"2",0,238.888888888889
"10136","01","01","01","11001","01","3",NA,"1",0,226.495238095238
"10138","01","01","01","63001","01","3",NA,"1",0,84.9357142857143
"10139","01","01","01","25175","01","3",NA,"1",0,114.478571428571
"10144","01","02","01","25377","03","3",NA,"1",0,346.041666666667
"10146","01","01","01","25214","01","3",NA,"1",0,1841.136
"10147","01","01","01","11001","01","3",NA,"1",0,114.1875
"10147","02","02","01","11001","02","3",NA,"1",0,114.1875
"10147","03","02","01","11001","03","3",NA,"1",0,114.1875
"10148","01","01","01","11001","01","3",NA,"1",0,128.222820431968
"10149","01","01","01","11001","02","3",NA,"1",0,150
"10152","01","01","01","11001","01","3",NA,"1",0,150
"10152","02","01","01","11001","03","3",NA,"1",0,150
"10152","03","04","01","11001","02","2",NA,"1",0,150
"10156","01","01","01","11001","01","3",NA,"1",0,220.925488241914
"10156","02","01","01","11001","03","3",NA,"1",0,220.925488241914
"10163","01","01","01","76001","01","3",NA,"2",1e+05,630.2
"10165","01","01","01","11001","01","3",NA,"3",120000,213.44
"10167","01","01","01","25175","01","3",NA,"1",0,106.72
"10167","02","04","01","11001","02","2",NA,"1",0,106.72
"10173","01","04","01","11001","03","2",NA,"1",0,1260.4
"10174","01","04","01","11001","03","2",NA,"1",0,105.8
"10179","01","01","01","11001","02","3",NA,"1",0,353.28
"10180","01","01","01","25307","03","3",NA,"1",0,110.4
"10181","01","01","01","11001","01","3",NA,"2",70000,220.8
"10182","01","02","01","54001","01","3",NA,"1",0,412.098975615311
"10184","01","01","01","11001","01","3",NA,"1",0,82.5997929567615
"10185","01","01","01","11001","02","3",NA,"1",0,342
"10188","01","01","01","11001","01","3",NA,"1",0,897.029947250659
"10190","01","01","01","05266","04","3",NA,"3",25000,756
"10202","01","02","03","05001","01","1","10","1",0,275.5
"10203","01","01","01","11001","01","3",NA,"1",0,237.320418321143
"10205","01","03","02","25377","01","3",NA,"1",0,415.630711897848
"10206","01","04","01","11001","04","2",NA,"1",0,237.782757868225
"10211","01","01","01","11001","01","3",NA,"2",60000,855
"10212","01","01","01","11001","01","3",NA,"2",60000,952.872049426892
"10212","02","02","01","76001","01","3",NA,"3",105000,952.872049426892
"10212","03","04","01","11001","01","2",NA,"1",0,952.872049426892
"10212","04","05","01","11001","01","3",NA,"2",0,952.872049426892
"10228","01","02","01","25214","01","1","77","2",80000,33.25
"10235","01","01","01","11001","01","3",NA,"1",0,53.5294117647059
"10238","01","01","01","11001","03","3",NA,"3",80000,555.63364390102
"10238","02","02","01","11001","02","1","77","3",70000,555.63364390102
"10239","01","01","01","11001","01","3",NA,"1",0,272.602433882324
"10241","01","01","01","11001","04","3",NA,"1",0,55.9357461521747
"10246","01","01","01","11001","01","3",NA,"1",0,1680
"10252","01","01","01","11001","01","3",NA,"1",0,52.8701046156423
"10252","02","04","01","11001","01","2",NA,"1",0,52.8701046156423
"10253","01","01","01","11001","01","3",NA,"1",0,52.8899181573476
"10254","01","01","01","11001","01","3",NA,"1",0,104.5
"10256","01","01","01","11001","53","3",NA,"1",0,98.8235294117647
"10260","01","01","01","11001","03","3",NA,"2",35000,475.264705882353
"10261","01","04","01","11001","01","2",NA,"2",35000,475.264705882353
"10264","01","01","01","11001","01","3",NA,"1",0,159.6
"10264","02","02","02","17042","51","1","02","1",0,159.6
"10266","01","05","03","11001","01","3",NA,"3",60000,477.75
"10271","01","01","01","11001","01","3",NA,"1",0,72.2
"10272","01","01","01","11001","01","3",NA,"2",0,98.8235294117647
"10275","01","01","01","11001","03","3",NA,"1",0,53.5294117647059
"10275","02","01","01","11001","04","3",NA,"1",0,53.5294117647059
"10279","01","05","03","11001","01","3",NA,"1",0,681.81311147059
"10281","01","01","01","11001","01","3",NA,"2",40000,515.147058823529
"10281","02","01","01","11001","03","3",NA,"2",40000,515.147058823529
"10289","01","04","01","11001","03","2",NA,"1",0,196
"10290","01","01","01","11001","02","3",NA,"2",36000,742.884860658622
"10297","01","02","01","11001","50","3",NA,"4",0,114.08
"10298","01","01","01","11001","01","3",NA,"1",0,224.48
"10304","01","04","01","11001","03","2",NA,"1",0,173.25
"10306","01","01","01","11001","01","3",NA,"1",0,98
"10310","01","04","01","11001","03","2",NA,"1",0,136.212099803146
"10311","01","04","01","25899","01","2",NA,"1",0,98
"10318","01","01","01","76364","01","3",NA,"3",40000,157.600427859756
"10324","01","01","05","11001","01","3",NA,"1",0,59.2
"10327","01","01","03","11001","01","3",NA,"1",0,117.244118686234
"10327","02","01","03","25377","01","3",NA,"1",0,117.244118686234
"10327","03","01","03","25754","01","3",NA,"1",0,117.244118686234
"10327","04","01","03","11001","02","3",NA,"1",0,117.244118686234
"10327","05","01","03","25754","02","3",NA,"1",0,117.244118686234
"10328","01","01","01","11001","01","3",NA,"2",60000,153.03125
