"ORDEN","P2_C","P3_C","P4_C","P5_C","P6_C","P7_C","P8_C","P9_C","P10_C","F_EXP"
"03903","01","04","01","11001","01","2",NA,"1",0,565.386324063023
"03905","01","01","01","11001","02","3",NA,"1",0,97.3913043478261
"03908","01","04","01","01001","03","2",NA,"1",0,639.130434782609
"03909","01","04","01","11001","03","2",NA,"1",0,331.840909090909
"03909","02","05","01","11001","53","3",NA,"2",60000,331.840909090909
"03912","01","01","01","11001","03","3",NA,"1",0,68.85
"03916","01","01","01","11001","01","3",NA,"3",0,728.054347826087
"03917","01","01","01","11001","01","3",NA,"3",0,728.054347826087
"03918","01","01","01","11001","01","3",NA,"1",0,395.152173913044
"03918","02","01","01","11001","01","3",NA,"1",0,395.152173913044
"03919","01","01","01","11001","01","3",NA,"1",0,202.989130434783
"03921","01","01","01","25754","02","3",NA,"1",0,108.472727272727
"03923","01","04","01","11001","01","2",NA,"1",0,108.472727272727
"03924","01","04","01","50318","01","2",NA,"1",0,101.022206664613
"03928","01","01","01","11001","01","3",NA,"2",54000,138.782608695652
"03930","01","04","01","11001","01","2",NA,"1",0,584.475206299682
"03939","01","01","01","05001","53","3",NA,"1",0,105.416666666667
"03943","01","01","01","25754","01","3",NA,"1",0,34.9433248471247
"03945","01","02","01","50001","02","3",NA,"2",1e+05,1027.63636363636
"03945","02","04","01","11001","53","2",NA,"2",40000,1027.63636363636
"03946","01","04","01","11001","02","2",NA,"1",0,1198.90909090909
"03947","01","04","01","25875","01","2",NA,"1",0,342.545454545455
"03957","01","01","01","11001","01","3",NA,"1",0,121.79347826087
"03957","02","02","01","25307","01","3",NA,"1",0,121.79347826087
"03958","01","01","01","11001","01","3",NA,"1",0,166.47148072764
"03965","01","01","01","11001","01","3",NA,"1",0,104.652173913043
"03968","01","02","01","11001","02","3",NA,"1",0,56.295652173913
"03975","01","01","01","50606","01","3",NA,"1",0,47.5358572269634
"03997","01","02","03","25754","01","3",NA,"1",0,920
"03998","01","04","01","11001","02","2",NA,"1",0,145.227272727273
"04000","01","04","01","76001","01","2",NA,"1",0,290.454545454546
"04013","01","06","01","25473","01","1","10","1",0,13.9748042885973
"04014","01","01","01","25899","02","3",NA,"2",60000,12.3703703703704
"04017","01","01","01","11001","01","3",NA,"1",0,132.6
"04025","01","01","01","11001","01","3",NA,"1",0,132.6
"04026","01","01","01","11001","01","3",NA,"1",0,132.6
"04039","01","02","03","25175","02","3",NA,"3",50000,80.5
"04041","01","05","01","11001","53","3",NA,"4",0,81.3823231586094
"04043","01","02","01","11001","01","1","10","1",0,34.6519735003363
"04046","01","01","01","25899","01","3",NA,"1",0,22.8042227198188
"04051","01","01","01","81001","53","3",NA,"2",60000,51.75
"04052","01","04","01","11001","01","2",NA,"1",0,326.691698855154
"04058","01","05","01","11001","01","3",NA,"1",0,46
"04062","01","01","01","25473","01","3",NA,"1",0,79.6156951197134
"04076","01","02","03","25175","01","3",NA,"2",1e+05,116.296597860526
"04085","01","01","01","11001","03","3",NA,"1",0,91.984375
"04085","02","01","01","11001","01","3",NA,"1",0,91.984375
"04085","03","02","01","11001","01","3",NA,"1",0,91.984375
"04087","01","01","01","11001","02","3",NA,"1",0,91.984375
"04087","02","02","01","11001","01","3",NA,"1",0,91.984375
"04092","01","01","01","11001","01","3",NA,"1",0,121.076923076923
"04092","02","02","01","11001","01","3",NA,"1",0,121.076923076923
"04094","01","01","01","11001","01","3",NA,"1",0,189.182692307692
"04094","02","06","02","52001","01","1","77","3",45000,189.182692307692
"04097","01","04","01","11001","01","2",NA,"2",30000,85.2277133910869
"04098","01","01","01","25377","01","3",NA,"1",0,466.136363636364
"04098","02","04","01","11001","01","2",NA,"1",0,466.136363636364
"04102","01","01","01","50001","01","3",NA,"3",75000,600.584714796964
"04164","01","04","01","11001","01","2",NA,"1",0,265.440129130206
"04166","01","04","01","11001","53","2",NA,"1",0,69.1764705882353
"04168","01","01","01","11001","01","3",NA,"2",60000,389.845838829837
"04169","01","01","01","11001","51","1","01","2",50000,22.4338235294118
"04169","02","01","01","11001","01","3",NA,"1",0,22.4338235294118
"04169","03","04","01","11001","03","2",NA,"1",0,22.4338235294118
"04169","04","04","01","11001","05","2",NA,"1",0,22.4338235294118
"04169","05","04","01","11001","08","2",NA,"1",0,22.4338235294118
"04175","01","01","01","11001","01","3",NA,"1",0,83.0882352941176
"04175","02","01","01","11001","02","3",NA,"2",45000,83.0882352941176
"04177","01","01","01","11001","01","3",NA,"1",0,67.3014705882353
"04178","01","01","01","11001","02","3",NA,"1",0,129.019607843137
"04178","02","01","01","11001","03","3",NA,"2",1e+05,129.019607843137
"04183","01","02","01","11001","01","3",NA,"1",0,73.1877148998148
"04184","01","01","01","11001","77","3",NA,"1",0,113.091139934157
"04184","02","02","01","11001","77","3",NA,"1",0,113.091139934157
"04185","01","01","01","11001","01","3",NA,"1",0,81.6
"04186","01","01","01","11001","01","3",NA,"1",0,186.15
"04187","01","01","01","11001","77","3",NA,"1",0,81.8514798507371
"04189","01","01","01","11001","01","3",NA,"1",0,174.553015855609
"04190","01","01","01","11001","01","3",NA,"1",0,256.038398893788
"04200","01","01","01","11001","01","3",NA,"1",0,146.152173913043
"04202","01","02","01","11001","01","3",NA,"1",0,335.608695652174
"04203","01","01","01","11001","53","3",NA,"1",0,211.533070563714
"04205","01","01","01","11001","01","3",NA,"1",0,81.6508167045203
"04206","01","01","01","11001","01","3",NA,"1",0,48.6
"04206","02","01","01","11001","04","1","03","1",0,48.6
"04210","01","01","03","11001","03","3",NA,"1",0,121.79347826087
"04211","01","02","01","11001","01","3",NA,"1",0,83.9021739130435
"04211","02","02","01","11001","01","3",NA,"1",0,83.9021739130435
"04216","01","02","02","11001","01","1","04","1",0,121.79347826087
"04217","01","01","01","11001","03","3",NA,"1",0,80.8208553908994
"04219","01","01","01","11001","01","3",NA,"1",0,126.297232747339
"04220","01","01","01","11001","01","3",NA,"1",0,75.6
"04220","02","01","01","11001","02","3",NA,"1",0,75.6
"04228","01","01","01","11001","02","3",NA,"1",0,78.4891304347826
"04228","02","04","01","11001","03","2",NA,"1",0,78.4891304347826
"04229","01","01","01","11001","01","3",NA,"1",0,81.8326160139641
"04230","01","01","01","11001","01","3",NA,"1",0,121.79347826087
"04230","02","01","01","11001","01","3",NA,"1",0,121.79347826087
"04231","01","01","01","11001","01","3",NA,"1",0,49.68
"04231","02","01","01","11001","02","3",NA,"1",0,49.68
"04236","01","01","01","11001","01","3",NA,"1",0,154.024242991253
"04239","01","01","01","11001","01","3",NA,"1",0,92.5714285714286
"04243","01","01","01","11001","01","3",NA,"1",0,92.5714285714286
"04243","02","05","01","11001","01","3",NA,"1",0,92.5714285714286
"04247","01","05","01","11001","02","3",NA,"3",30000,92.5714285714286
"04247","02","01","01","11001","02","3",NA,"3",36000,92.5714285714286
"04249","01","01","01","11001","01","3",NA,"1",0,156.967426958609
"04250","01","01","01","25175","01","3",NA,"2",38000,156.628578501999
"04250","02","01","01","11001","02","3",NA,"2",38000,156.628578501999
"04253","01","01","01","11001","01","3",NA,"1",0,54
"04253","02","01","01","11001","01","3",NA,"2",40000,54
"04256","01","01","01","11001","01","3",NA,"1",0,259.826086956522
"04256","02","04","01","01001","50","2",NA,"1",0,259.826086956522
"04258","01","01","01","25377","03","3",NA,"1",0,86.6086956521739
"04262","01","01","01","25377","01","3",NA,"3",1e+05,103.5
"04263","01","01","01","11001","01","3",NA,"2",90000,15.2727272727273
"04263","02","02","01","11001","01","3",NA,"1",0,15.2727272727273
"04270","01","01","01","11001","01","3",NA,"1",0,113.538461538462
"04270","02","01","01","11001","02","3",NA,"3",80000,113.538461538462
"04279","01","01","01","11001","01","3",NA,"3",30000,80.5644851826226
"04282","01","01","01","11001","01","3",NA,"1",0,114.934850466198
"04288","01","04","01","25307","01","2",NA,"1",0,40.3697916666667
"04290","01","01","01","11001","01","3",NA,"2",0,83.1666666666667
"04292","01","01","01","11001","02","3",NA,"2",0,121.687456728748
"04292","02","04","01","25290","02","2",NA,"2",0,121.687456728748
"04298","01","01","01","11001","03","3",NA,"1",0,59.7
"04306","01","01","01","05088","01","3",NA,"2",70000,114.216666666667
"04311","01","01","01","11001","01","3",NA,"1",0,78.5065030770596
"04315","01","01","01","11001","02","3",NA,"1",0,123.846939208354
"04315","02","04","01","11001","01","2",NA,"2",0,123.846939208354
"04316","01","01","01","11001","05","3",NA,"2",0,15.2727272727273
"04316","02","01","01","25175","05","3",NA,"2",80000,15.2727272727273
"04317","01","01","01","11001","01","3",NA,"1",0,122.593885793103
"04317","02","02","01","11001","01","3",NA,"1",0,122.593885793103
"04317","03","04","01","11001","01","2",NA,"1",0,122.593885793103
"04318","01","01","01","11001","01","3",NA,"1",0,59.7
"04321","01","01","01","11001","02","3",NA,"1",0,59.7
"04326","01","01","01","25754","02","3",NA,"1",0,37.5
"04326","02","01","01","11001","02","3",NA,"1",0,37.5
"04326","03","04","01","11001","03","2",NA,"1",0,37.5
"04326","04","04","01","11001","04","2",NA,"1",0,37.5
"04329","01","01","01","11001","01","3",NA,"1",0,171.503690606575
"04329","02","04","01","11001","01","2",NA,"1",0,171.503690606575
"04331","01","04","01","11001","04","2",NA,"1",0,56.425
"04334","01","02","01","25899","53","3",NA,"1",0,158.6
"04334","02","03","02","25214","50","1","04","3",90000,158.6
"04336","01","01","01","11001","01","3",NA,"3",50000,103.10101010101
"04341","01","01","03","11001","01","3",NA,"4",0,118.95
"04348","01","01","01","11001","01","3",NA,"1",0,59.7
"04350","01","01","01","11001","01","3",NA,"1",0,59.7
"04350","02","01","01","11001","01","3",NA,"1",0,59.7
"04352","01","01","01","25473","01","3",NA,"2",60000,396.193548387097
"04374","01","06","01","25754","01","3",NA,"4",0,109.509677419355
"04375","01","01","01","11001","02","3",NA,"2",1e+05,153.58064516129
"04379","01","01","01","11001","01","3",NA,"2",50000,718.125871355691
"04382","01","04","01","11001","01","2",NA,"3",30000,64.098963061774
"04388","01","02","01","11001","02","3",NA,"2",50000,113.119171686718
"04394","01","01","01","11001","02","3",NA,"1",0,288.75
"04394","02","02","03","11001","03","1","07","1",0,288.75
"04394","03","02","01","11001","02","3",NA,"1",0,288.75
"04394","04","02","01","11001","01","3",NA,"1",0,288.75
"04396","01","04","01","11001","01","2",NA,"1",0,101.402278196241
"04397","01","04","01","11001","02","2",NA,"1",0,60
"04397","02","05","01","11001","02","3",NA,"1",0,60
"04399","01","01","01","13001","03","3",NA,"1",0,43.848275862069
"04400","01","03","02","11001","01","3",NA,"1",0,43.848275862069
"04402","01","01","01","11001","01","3",NA,"1",0,76.4022988505747
"04410","01","02","01","11001","02","3",NA,"1",0,696
"04413","01","02","01","11001","06","3",NA,"2",85000,35.8758620689655
"04416","01","04","01","25183","01","2",NA,"1",0,72.2398211738427
"04418","01","01","01","11001","01","3",NA,"1",0,35
"04419","01","01","01","11001","02","3",NA,"4",0,23.3333333333333
"04422","01","01","01","11001","01","3",NA,"2",0,156.14788414025
"04423","01","01","01","11001","02","3",NA,"1",0,46.2
"04424","01","01","01","11001","01","3",NA,"2",0,128.333333333333
"04426","01","01","01","11001","01","3",NA,"4",0,179.74466158967
"04429","01","04","01","11001","01","2",NA,"2",30000,70
"04430","01","01","01","11001","01","3",NA,"1",0,103.0625
"04430","02","01","01","11001","01","3",NA,"1",0,103.0625
"04431","01","01","01","11001","01","3",NA,"1",0,513.291666666667
"04432","01","01","01","11001","02","3",NA,"2",0,89.5339247348525
"04434","01","01","01","11001","01","3",NA,"1",0,130.333333333333
"04435","01","02","01","05001","01","3",NA,"1",0,12.3703703703704
"04435","02","02","02","11001","01","1","04","1",0,12.3703703703704
"04436","01","01","01","11001","01","3",NA,"1",0,127.314247867327
"04438","01","01","01","25175","01","3",NA,"1",0,101.041666666667
"04439","01","01","01","11001","01","3",NA,"1",0,81.84375
"04443","01","01","01","11001","01","3",NA,"1",0,718.266733641341
"04443","02","01","01","25377","02","3",NA,"2",35000,718.266733641341
"04443","03","04","01","25377","02","2",NA,"1",0,718.266733641341
"04445","01","01","03","76892","01","3",NA,"1",0,120.814701789274
"04446","01","01","01","11001","01","3",NA,"1",0,711.808579957236
"04448","01","04","01","11001","01","2",NA,"1",0,81.7703025985442
"04450","01","02","01","11001","01","3",NA,"3",40000,78.6363636363636
"04451","01","01","01","11001","02","3",NA,"1",0,141.076457780289
"04458","01","01","01","11001","01","3",NA,"2",40000,276.17355832979
"04462","01","01","01","25377","01","3",NA,"1",0,1000.95348901629
"04462","02","04","01","25377","01","2",NA,"1",0,1000.95348901629
"04463","01","01","01","70001","01","3",NA,"1",0,674.8
"04463","02","02","02","25473","02","1","77","1",0,674.8
"04464","01","01","01","11001","02","3",NA,"1",0,277.610400225921
"04468","01","01","01","50001","01","3",NA,"1",0,295.428571428571
"04470","01","01","01","11001","02","3",NA,"1",0,248.16
"04471","01","01","01","76001","01","3",NA,"1",0,369.285714285714
"04472","01","01","01","25377","01","3",NA,"1",0,58.4375
"04472","02","01","01","25754","03","3",NA,"1",0,58.4375
"04474","01","04","01","01001","11","2",NA,"1",0,75.5
"04474","02","04","01","01001","10","2",NA,"1",0,75.5
"04482","01","01","01","11001","01","3",NA,"3",70000,665
"04485","01","01","01","25269","01","3",NA,"1",0,15.1875
"04485","02","02","01","11001","01","3",NA,"1",0,15.1875
"04485","03","03","01","25754","01","3",NA,"1",0,15.1875
"04485","04","06","03","25214","50","1","10","1",0,15.1875
"04488","01","01","01","11001","02","3",NA,"1",0,24.4125
"04488","02","03","02","11001","02","1","04","1",0,24.4125
"04490","01","01","01","11001","01","3",NA,"1",0,181.615384615385
"04491","01","04","01","76834","01","2",NA,"1",0,272.423076923077
"04497","01","01","01","11001","02","3",NA,"2",15000,59.1654853488097
"04499","01","04","01","11001","01","2",NA,"1",0,24.7114113194139
"04501","01","01","01","11001","01","3",NA,"4",0,31.5
"04501","02","01","01","11001","03","3",NA,"4",0,31.5
"04502","01","01","01","11001","01","3",NA,"1",0,132.6
"04507","01","02","01","11001","01","3",NA,"1",0,272.423076923077
"04509","01","01","01","11001","02","3",NA,"1",0,132.6
"04510","01","01","01","11001","01","3",NA,"1",0,175.159623873264
"04510","02","01","01","11001","02","3",NA,"1",0,175.159623873264
"04511","01","02","01","11001","01","3",NA,"1",0,150.821849143833
"04512","01","02","01","11001","01","3",NA,"1",0,55.5078125
"04516","01","04","01","11001","03","2",NA,"2",25000,33.3959208902845
"04517","01","01","01","11001","01","3",NA,"2",40000,24.1409277088562
"04517","02","04","01","11001","02","2",NA,"2",30000,24.1409277088562
"04520","01","01","01","11001","01","3",NA,"2",0,152.192383681611
"04520","02","02","03","11001","03","3",NA,"2",0,152.192383681611
"04521","01","01","01","11001","01","3",NA,"1",0,125.2890625
"04521","02","01","01","11001","02","3",NA,"1",0,125.2890625
"04522","01","01","01","11001","01","3",NA,"1",0,77.2292590342085
"04523","01","01","01","11001","01","3",NA,"1",0,152.096746657031
"04523","02","01","01","11001","02","3",NA,"1",0,152.096746657031
"04524","01","01","01","11001","01","3",NA,"1",0,77.3859725899395
"04524","02","01","01","11001","02","3",NA,"1",0,77.3859725899395
"04528","01","01","01","11001","01","3",NA,"1",0,175.341772271091
"04530","01","01","01","11001","01","3",NA,"1",0,125.2890625
"04530","02","01","01","11001","02","3",NA,"1",0,125.2890625
"04531","01","01","01","11001","01","3",NA,"1",0,77.3493361646711
"04531","02","01","01","11001","01","3",NA,"1",0,77.3493361646711
"04531","03","01","01","11001","02","3",NA,"1",0,77.3493361646711
"04545","01","01","01","68001","01","3",NA,"2",65000,389.66680718591
"04556","01","01","01","11001","01","3",NA,"1",0,23.0366116419361
"04556","02","01","01","11001","02","3",NA,"2",60000,23.0366116419361
"04557","01","02","03","11001","01","3",NA,"1",0,57.6446979046932
"04558","01","01","01","11001","01","3",NA,"4",0,180.25
"04562","01","01","01","11001","02","3",NA,"3",0,451.884918680467
"04562","02","02","01","05360","01","3",NA,"4",0,451.884918680467
"04562","03","02","01","11001","01","3",NA,"1",0,451.884918680467
"04563","01","01","01","25175","77","3",NA,"1",0,148.166666666667
"04568","01","01","01","25126","01","3",NA,"2",20000,214.2
"04569","01","01","01","11001","01","3",NA,"1",0,214.2
"04569","02","01","01","11001","02","3",NA,"1",0,214.2
"04569","03","04","01","11001","01","2",NA,"1",0,214.2
"04569","04","04","01","11001","01","2",NA,"1",0,214.2
"04570","01","01","01","11001","02","3",NA,"1",0,279.022222222222
"04571","01","05","01","11001","01","3",NA,"1",0,53.8188784450877
"04574","01","01","01","11001","01","3",NA,"1",0,38.5
"04576","01","01","01","11001","02","3",NA,"1",0,112
"04576","02","01","01","11001","02","3",NA,"2",70000,112
"04576","03","02","01","11001","02","3",NA,"2",70000,112
"04578","01","01","01","76001","01","3",NA,"2",35000,566.063953143968
"04580","01","02","01","11001","02","3",NA,"1",0,50.4
"04580","02","05","02","11001","02","3",NA,"2",60000,50.4
"04581","01","01","02","11001","01","3",NA,"1",0,95.646708942594
"04583","01","01","01","11001","01","3",NA,"1",0,22.2916666666667
"04588","01","02","03","11001","01","3",NA,"1",0,20
"04589","01","04","01","11001","01","2",NA,"1",0,189
"04590","01","05","03","11001","01","3",NA,"1",0,189
"04591","01","01","01","41524","02","3",NA,"2",10000,189
"04592","01","01","01","11001","01","3",NA,"2",60000,100
"04592","02","01","01","11001","02","3",NA,"1",0,100
"04592","03","01","01","76001","03","3",NA,"2",60000,100
"04592","04","01","01","11001","04","3",NA,"1",0,100
"04595","01","01","01","11001","01","3",NA,"1",0,112
"04602","01","01","01","11001","01","3",NA,"1",0,180.25
"04603","01","01","01","11001","01","3",NA,"1",0,57.6446979162858
"04604","01","01","01","11001","01","3",NA,"2",60000,50.4
"04606","01","01","01","11001","01","3",NA,"1",0,220.355452081528
"04607","01","01","01","11001","01","3",NA,"1",0,148.166666666667
"04608","01","01","01","11001","01","3",NA,"1",0,8
"04609","01","01","01","11001","01","3",NA,"1",0,357.687966283301
"04610","01","03","01","11001","01","3",NA,"1",0,919.630397336416
"04612","01","01","01","11001","01","3",NA,"1",0,33.9741487133855
"04613","01","01","01","11001","01","3",NA,"1",0,266.361111111111
"04614","01","01","01","11001","01","3",NA,"1",0,298.075928434032
"04618","01","01","01","11001","02","3",NA,"1",0,207.833333333333
"04620","01","01","03","11001","01","1","07","4",0,33.5454545454545
"04620","02","01","01","11001","01","3",NA,"4",0,33.5454545454545
"04620","03","02","01","11001","01","3",NA,"4",0,33.5454545454545
"04621","01","03","01","11001","01","3",NA,"1",0,338.049635658853
"04625","01","01","01","11001","01","3",NA,"1",0,148.166666666667
"04626","01","03","01","11001","50","3",NA,"1",0,148.166666666667
"04628","01","01","01","11001","01","3",NA,"1",0,189
"04630","01","01","01","11001","01","3",NA,"2",20000,214.2
"04633","01","01","01","25473","01","3",NA,"1",0,22.2916666666667
"04634","01","01","01","11001","01","3",NA,"1",0,26.4775411375403
"04634","02","01","01","11001","01","3",NA,"2",70000,26.4775411375403
"04635","01","02","01","11001","01","3",NA,"1",0,20
"04637","01","01","01","11001","01","3",NA,"1",0,10.8441911549064
"04639","01","01","01","11001","01","3",NA,"1",0,39.0147032487386
"04639","02","02","01","11001","03","3",NA,"1",0,39.0147032487386
"04640","01","02","03","25473","01","3",NA,"1",0,553.015591774216
"04641","01","01","01","25175","02","3",NA,"1",0,385
"04641","02","04","01","11001","01","2",NA,"1",0,385
"04642","01","01","01","11001","01","1","03","1",0,568.35804771505
"04647","01","01","01","11001","01","3",NA,"2",10000,945
"04650","01","01","01","11001","01","3",NA,"2",146000,279.022222222222
"04651","01","01","01","11001","01","3",NA,"1",0,61.5
"04654","01","01","01","11001","02","3",NA,"1",0,11.1974789669193
"04657","01","01","01","11001","01","3",NA,"1",0,189
"04659","01","01","01","11001","02","3",NA,"2",1e+05,29
"04659","02","02","01","11001","01","3",NA,"1",0,29
"04661","01","01","01","11001","01","3",NA,"1",0,111.481481481481
"04661","02","01","01","11001","02","3",NA,"1",0,111.481481481481
"04664","01","01","01","11001","01","3",NA,"1",0,185.138888888889
"04666","01","02","02","11001","51","1","04","3",90000,283.354120088233
"04668","01","01","01","11001","01","3",NA,"1",0,162.435914567114
"04670","01","01","01","11001","03","3",NA,"1",0,90.7407407407407
"04678","01","01","01","11001","53","3",NA,"1",0,181.054160223867
"04680","01","01","01","11001","03","3",NA,"1",0,262.5
"04681","01","01","01","11001","01","3",NA,"1",0,44.1826206371484
"04681","02","01","01","25377","03","3",NA,"1",0,44.1826206371484
"04682","01","01","03","11001","01","3",NA,"1",0,52.5
"04682","02","01","01","11001","02","3",NA,"1",0,52.5
"04686","01","01","01","11001","01","3",NA,"1",0,181.536594400672
"04686","02","01","01","25473","01","3",NA,"2",75000,181.536594400672
"04687","01","02","01","11001","01","3",NA,"1",0,147.777777777778
"04689","01","01","01","11001","01","3",NA,"1",0,168.666666666667
"04694","01","01","01","11001","02","3",NA,"1",0,173.777777777778
"04694","02","01","01","11001","03","3",NA,"2",70000,173.777777777778
"04696","01","01","01","11001","01","3",NA,"1",0,54.6159717059775
"04696","02","01","01","11001","01","3",NA,"1",0,54.6159717059775
"04697","01","01","01","11001","01","3",NA,"1",0,66.5670360453396
"04698","01","01","01","11001","02","3",NA,"1",0,44.1826206442052
"04699","01","01","01","25175","01","3",NA,"1",0,13.2467532467532
"04700","01","01","01","25875","01","3",NA,"1",0,66.5670360453396
"04701","01","01","01","11001","01","3",NA,"1",0,144.035714285714
"04704","01","01","01","11001","01","3",NA,"2",17000,99.6571428571429
"04713","01","01","01","25175","01","3",NA,"3",52000,59.9284203294681
"04714","01","01","01","11001","01","3",NA,"1",0,168.666666666667
"04715","01","04","01","05001","02","2",NA,"3",15000,36
"04717","01","01","01","11001","01","3",NA,"1",0,484.819119142029
"04717","02","01","01","11001","02","3",NA,"1",0,484.819119142029
"04726","01","04","01","11001","01","2",NA,"1",0,5.61558210031048
"04734","01","01","01","11001","03","3",NA,"1",0,76.5
"04734","02","02","01","11001","03","3",NA,"1",0,76.5
"04738","01","01","01","25175","01","3",NA,"3",30000,146.371428571429
"04740","01","01","01","11001","02","3",NA,"1",0,118.630093099231
"04742","01","01","01","11001","03","3",NA,"1",0,210
"04742","02","02","01","11001","01","3",NA,"3",60000,210
"04746","01","01","01","17042","01","3",NA,"3",45000,243.836239702895
"04747","01","02","03","25473","01","3",NA,"4",0,121.94627614423
"04748","01","02","01","50001","01","3",NA,"1",0,73.75
"04748","02","02","02","11001","01","3",NA,"1",0,73.75
"04751","01","04","01","11001","01","2",NA,"1",0,147.5
"04754","01","01","01","11001","01","3",NA,"1",0,54
"04754","02","01","01","25269","02","3",NA,"1",0,54
"04757","01","01","01","11001","01","3",NA,"1",0,513.291666666667
"04757","02","03","03","11001","02","1","04","1",0,513.291666666667
"04758","01","01","01","11001","01","3",NA,"1",0,69.2822081504819
"04758","02","01","01","11001","01","3",NA,"1",0,69.2822081504819
"04760","01","01","01","25377","04","3",NA,"1",0,311.15
"04762","01","01","01","11001","01","3",NA,"3",40000,78.6363636363636
"04765","01","01","01","11001","01","3",NA,"1",0,76.8587547836652
"04767","01","01","01","11001","01","3",NA,"1",0,68.1515151515152
"04769","01","02","02","11001","01","3",NA,"1",0,52.5
"04774","01","02","03","11001","01","1","03","1",0,56.25
"04774","02","02","03","25175","01","1","10","1",0,56.25
"04776","01","01","01","11001","01","3",NA,"1",0,146.371428571429
"04779","01","01","01","11001","01","3",NA,"3",60000,112.114285714286
"04781","01","02","01","11001","50","3",NA,"1",0,146.371428571429
"04782","01","01","01","11001","77","3",NA,"3",50000,112.114285714286
"04789","01","01","02","11001","02","3",NA,"1",0,8
"04794","01","01","01","11001","01","3",NA,"1",0,29
"04794","02","01","01","11001","02","3",NA,"1",0,29
"04795","01","01","01","11001","01","3",NA,"1",0,29
"04798","01","01","01","11001","02","3",NA,"1",0,8
"04800","01","01","02","11001","77","3",NA,"1",0,8
"04804","01","01","01","11001","01","3",NA,"1",0,12.7363176907831
"04804","02","07","04",NA,"03","8",NA,"1",0,12.7363176907831
"04804","03","07","04",NA,"04","8",NA,"1",0,12.7363176907831
"04806","01","04","01","01001","06","2",NA,"1",0,537.9375
"04809","01","01","01","25175","01","3",NA,"1",0,1254.16666666667
"04810","01","04","01","11001","02","2",NA,"1",0,818.1
"04811","01","01","01","11001","01","3",NA,"1",0,279.022222222222
"04812","01","01","01","11001","02","3",NA,"1",0,279.022222222222
"04812","02","01","01","11001","03","3",NA,"2",50000,279.022222222222
"04816","01","04","01","11001","77","2",NA,"1",0,818.1
"04819","01","01","01","25175","02","3",NA,"3",70000,218
"04819","02","01","01","25754","01","3",NA,"3",70000,218
"04822","01","01","01","11001","02","3",NA,"2",50000,295.428571428571
"04834","01","01","01","11001","01","3",NA,"2",0,422.8
"04837","01","01","01","11001","02","3",NA,"1",0,251.458333333333
"04837","02","01","01","11001","02","1","07","1",0,251.458333333333
"04844","01","01","01","25175","01","3",NA,"2",80000,49.2380952380952
"04844","02","01","02","11001","05","3",NA,"1",0,49.2380952380952
"04847","01","01","01","11001","01","3",NA,"2",8000,369.285714285714
"04875","01","01","01","50001","01","3",NA,"1",0,92
"04876","01","01","01","11001","01","3",NA,"2",70000,42.9333333333333
"04882","01","02","01","11001","02","3",NA,"1",0,131.110493337092
"04882","02","02","01","11001","03","3",NA,"1",0,131.110493337092
"04885","01","01","01","11001","01","3",NA,"1",0,617.90625
"04890","01","01","01","11001","01","3",NA,"1",0,430
"04895","01","01","03","25377","01","3",NA,"1",0,106.148571428571
"04908","01","04","01","11001","02","2",NA,"1",0,474.217948717949
"04908","02","06","02","25214","01","3",NA,"3",160000,474.217948717949
"04911","01","04","01","11001","01","2",NA,"1",0,32.4342857142857
"04914","01","01","01","11001","01","3",NA,"1",0,103.2
"04918","01","01","01","11001","51","1","02","1",0,206.4
"04919","01","02","01","25214","03","1","04","1",0,220
"04930","01","01","01","11001","01","3",NA,"2",10000,198
"04932","01","04","01","11001","03","2",NA,"1",0,431.2
"04933","01","01","01","11001","04","3",NA,"1",0,103.2
"04937","01","02","01","11001","01","3",NA,"1",0,198
"04937","02","05","01","11001","01","3",NA,"2",71000,198
"04944","01","01","01","11001","01","3",NA,"1",0,121.076923076923
"04944","02","02","01","50006","01","1","77","1",0,121.076923076923
"04948","01","02","01","11001","01","3",NA,"1",0,348.233426306284
"04955","01","01","01","11001","02","3",NA,"2",0,13.9748043073499
"04955","02","04","01","11001","01","2",NA,"1",0,13.9748043073499
"04956","01","04","01","11001","02","2",NA,"1",0,12.3703703703704
"04957","01","01","01","11001","01","3",NA,"2",60000,174.4
"04957","02","04","01","11001","01","2",NA,"1",0,174.4
"04957","03","04","01","11001","03","2",NA,"1",0,174.4
"04969","01","01","01","11001","01","3",NA,"1",0,430
"04970","01","01","01","11001","01","3",NA,"2",0,430
"04971","01","04","01","11001","01","2",NA,"1",0,62.3593054493705
"04972","01","04","01","11001","05","2",NA,"1",0,176.057471264368
"04973","01","01","01","25473","01","3",NA,"1",0,687.855133830049
"04975","01","01","01","11001","01","3",NA,"2",0,91.984375
"04975","02","01","01","11001","01","3",NA,"2",0,91.984375
"04977","01","01","01","11001","02","1","03","1",0,113.712568423107
"04978","01","01","01","11001","01","3",NA,"1",0,91.984375
"04979","01","02","01","13001","01","3",NA,"2",0,80.4608474190279
"04982","01","02","01","11001","03","3",NA,"2",60000,61.75
"04988","01","01","01","11001","53","3",NA,"2",50000,61.75
"04994","01","01","01","76001","01","3",NA,"1",0,53.55
"04995","01","01","01","11001","01","3",NA,"1",0,26.578125
"04997","01","01","01","11001","02","3",NA,"1",0,35.4375
"04998","01","01","01","11001","02","3",NA,"1",0,53.55
"04998","02","02","05","11001","77","1","11","1",0,53.55
"05001","01","01","02","11001","02","3",NA,"1",0,26.578125
